,ID,Ortsteil,Bezirk,Typ,Bezeichnung,Ensemble_Info,Zugehörigkeit,Adresse,Adresse2,Architekt und weitere Informationen,Jahr
9224,09075960,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Miets- und Geschäftshäuser,Ensemble-Bestandteil,Baudenkmale siehe: Teltower Damm 23; 25; 27 - (STE-ZEH/ZEHLD-E),Teltower Damm 23/27,,,
9225,09075968,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,"Teltower Damm 38/44,Wohnhaus, Mietshäuser und ehem. Postwechselstation",Ensemble-Bestandteil,Baudenkmal siehe: Teltower Damm 38,"Teltower Damm 38/44,Wohnhaus",,,
9226,09075970,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Teltower Damm 40,,Wilhelm Eichelkraut und Hermann Polkow ,1883
9227,09075971,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Teltower Damm 42,,Fritz Schirmer ,1894
9228,09075972,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Teltower Damm 44,,Fritz Schirmer ,1893-94
9229,09075775,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Ev. Kirche Zur Heimat und Campus der Kirchlichen Hochschule,Ensemble-Bestandteil,Baudenkmale siehe: Heimat 24; Teltower Damm 118,"Teltower Damm 118, 122/124",Heimat 24-24B,,
9230,09075777,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Studentenwohnheim der Kirchlichen Hochschule,Ensemble-Bestandteil,,Heimat 24A-B,,"Wolfgang Dommer, 1969-70 von Sigrid Kressmann-Zschach",1958-59 und 1969-70
9231,09075778,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Institut für Katechetischen Dienst,Ensemble-Bestandteil,,Teltower Damm 122,,Karl Streckebach und Ludolf v. Walthausen ,1964-65
9232,09075779,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,"Heinrich-Gruber-Haus, Alterswohnheim",Ensemble-Bestandteil,,Teltower Damm 124,,"Hunecke und Albrecht, 1981-83 von P. Heinrichs und J. Wermund",1958-59 und 1981-83
9233,09075975,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Krankenhaus Schönow,Ensemble-Bestandteil,,Teltower Damm 189/203, Bestandteile des Ensembles: ,,
9234,09075976,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,ehem. Direktorenwohnhaus),Ensemble-Bestandteil,,Teltower Damm 189,,,1901
9235,09075977,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Haus Meran (Haus VI),Ensemble-Bestandteil,,Teltower Damm 191,,Bastian & Kabelitz ,1912-13
9236,09075978,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Haus Sonnenschein (Haus VII),Ensemble-Bestandteil,,Teltower Damm 193,,,1898-99
9237,09075979,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Hauptgebäude),Ensemble-Bestandteil,,Teltower Damm 195/197,,,1898-99
9238,09075980,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Haus Waldesblick (Haus II),Ensemble-Bestandteil,,Teltower Damm 199,,,1898-99
9239,09075981,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Haus Abendfrieden (Haus III),Ensemble-Bestandteil,,Teltower Damm 201/203,,,1898
9240,09075982,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Wohnhäuser,Ensemble-Bestandteil,"Baudenkmale siehe: Terrassenstraße 16; 26/28 - Gartendenkmal siehe: Terrassenstraße 16, 26/28; 30",Terrassenstraße 16/30,,,
9241,09075984,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Terrassenstraße 20,,Ernst Schneckenberg ,1923-24
9242,09075985,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Terrassenstraße 22,,Friedrich Blume ,1938-39
9243,09075986,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Terrassenstraße 24,"- Terrassenstraße 18; 30, Wohnhäuser - (STE-ZEH/ZEHLD-E)",J. Roesler ,1901-02
9244,09075281,STE-ZEH/NIKOL-E,Steglitz-Zehlendorf,Ensemble,Wohnhausgruppe,Ensemble-Bestandteil,Baudenkmal siehe: Teutonenstraße 24,Teutonenstraße 18/24,,,1901-07
9245,09075282,STE-ZEH/NIKOL-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Teutonenstraße 18,,Robert Kleinau ,1901-02
9246,09075283,STE-ZEH/NIKOL-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Teutonenstraße 20,,"Ernst Petzholtz, Umbau 1907-08 von Bruno Möhring",1903 und 1907-08
9247,09075284,STE-ZEH/NIKOL-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Teutonenstraße 22,,Oskar Otto Müller ,1906-07
9248,09075434,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhausgruppe,Ensemble-Bestandteil,,Thielallee 20/24, Bestandteile des Ensembles: ,,
9249,09075435,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Thielallee 20,,Paul Walcker ,1929-30
9250,09075436,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Thielallee 22,,Erich Rosenwald und Richard Hübner ,1927-28
9251,09075437,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Thielallee 24,,Max Werner ,1926-27
9252,09066147,STE-ZEH/LIFEL-E,Steglitz-Zehlendorf,Ensemble,Mietshäuser,Ensemble-Bestandteil,,Tietzenweg 129/133, Bestandteile des Ensembles: ,,
9253,09066148,STE-ZEH/LIFEL-E,Steglitz-Zehlendorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Tietzenweg 129,,,1890
9254,09066150,STE-ZEH/LIFEL-E,Steglitz-Zehlendorf,Ensemble,Mietshäuser,Ensemble-Bestandteil,,Tietzenweg 131/133,,Carl Elsner und August Höhne ,1904
9255,09066157,STE-ZEH/LIFEL-E,Steglitz-Zehlendorf,Ensemble,Villen,ganzes Ensemble,Baudenkmal siehe: Unter den Eichen 91,Unter den Eichen 90-91,,,
9256,09075168,STE-ZEH/LIFEL-E,Steglitz-Zehlendorf,Ensemble,Villa,Ensemble-Bestandteil,,Unter den Eichen 90,,Fritz Schirmer ,1903
9257,09080616,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhausensemble mit Schule und Straßenfläche (Birkenhain),Ensemble-Bestandteil,Gesamtanlage siehe: Vogelsang 9/15A - Baudenkmale siehe: Am Hirschsprung 22; Königin-Luise-Straße 80/84; Vogelsang 12,"Vogelsang 2/6, 9/11, 12-16, 18-20","Am Hirschsprung 22, 35 - Bitterstraße - Königin-Luise-Straße 80/84, 83 - Wachtelstraße 13/17",,
9258,09085201,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Am Hirschsprung 35,,Heinrich Wolff ,1936
9259,09085200,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,"Vogelsang, Straßenfläche mit Birkenwäldchen, ab",Ensemble-Bestandteil,,Vogelsang,,Heinrich Schweitzer ,1925
9260,09085202,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Doppelwohnhaus,Ensemble-Bestandteil,,Vogelsang 2 / Königin-Luise-Straße 83,,Hans Wormann ,1927
9261,09085203,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Doppelwohnhaus,Ensemble-Bestandteil,,Vogelsang 4/6,,Grisebach & Rehmann ,1927-28
9262,09085204,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Vogelsang 14,,Andreas Doll ,1934-35
9263,09085205,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Vogelsang 16,,Ernst Sagebiel ,1934
9264,09085206,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Vogelsang 18,,Renner und Siemers ,1934-35
9265,09085207,STE-ZEH/DAHLE-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Vogelsang 20,,Renner und Siemers ,1936
9266,09076000,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvillen,Ensemble-Bestandteil,,Vopeliuspfad 2-12,"Kleinaustraße 19, 21 - Bestandteile des Ensembles:",Ludwig Otte (Fassaden) und Koch & Schlochauer (Grundrisse) ,1905-06
9267,09076007,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Kleinaustraße 19,,,
9268,09076006,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Kleinaustraße 21,,,
9269,09076001,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 2-2A,,,
9270,09076002,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 3,,,
9271,09076003,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 4,,,
9272,09076004,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 5,,,
9273,09076005,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 6,,,
9274,09076008,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 9-9A,,,
9275,09076009,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 10,,,
9276,09076010,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 11,,,
9277,09076011,STE-ZEH/ZEHLD-E,Steglitz-Zehlendorf,Ensemble,Mietvilla,Ensemble-Bestandteil,,Vopeliuspfad 12,,,
9278,09075473,STE-ZEH/WANNS-E,Steglitz-Zehlendorf,Ensemble,Dorfkern Stolpe,Ensemble-Bestandteil,"Baudenkmale siehe: Wilhelmplatz 1; Wilhelmplatz 2, Kirche; Wilhelmplatz 3 -",Wilhelmplatz 1-4,Glienicker Straße 1/3,,
9279,09075475,STE-ZEH/WANNS-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Glienicker Straße 1,,,1874 und 1881 und 1905
9280,09075476,STE-ZEH/WANNS-E,Steglitz-Zehlendorf,Ensemble,Wohnhaus,Ensemble-Bestandteil,,Glienicker Straße 3,,,1876 und 1925
9281,09075474,STE-ZEH/WANNS-E,Steglitz-Zehlendorf,Ensemble,Kossätenhaus,Ensemble-Bestandteil,,Wilhelmplatz 4, Denkmalbereiche (Gesamtanlagen) ,,1968
9282,09065666,STE-ZEH/LIFEL-G,Steglitz-Zehlendorf,Gesamtanlage,Reihenhäuser,,,"Adolf-Martens-Straße 2-2A, 4/6A", (STE-ZEH/LIFEL-G) ,Hermann Buchholz ,1906-08
9283,09065469,STE-ZEH/STEGL-G,Steglitz-Zehlendorf,Gesamtanlage,Wohnanlage Albrechtspark,,,Albrechtstraße 72A-74,Liliencronstraße 8-10 - (STE-ZEH/STEGL-G),Hermann Buchholz ,1910-11
9284,09065327,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"ehem. Kontrollpunkt Dreilinden (Checkpoint Bravo), Autobahnbrücke",,,Albrechts Teerofen 44-45, (STE-ZEH/WANNS-G) ,der Landesfinanzamt-Baugruppe (Architekt Fritz); Plateau des Kontrollpunktes; Kfz-Sperrgraben ,1939-40 und 1950-54 und 1951-52
9285,09075292,STE-ZEH/DAHLE-G,Steglitz-Zehlendorf,Gesamtanlage,Landwirtschaftliche Hochschule,,,Albrecht-Thaer-Weg 1-8,"Gregor-Mendel-Straße - Hellriegelstraße - Lentzeallee 45/75, 76/86 - Schorlemerallee - Schweinfurthstraße 26 - Zoppoter Straße 35/63 - (STE-ZEH/DAHLE-G)","Heinrich Straumer (D) (siehe Denkmalliste Charlottenburg-Wilmersdorf, Gesamtanlage Albrecht-Thaer-Weg 1-8)",1921-29
9286,09075600,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Waldsiedlung Krumme Lanke (ehem. SS-Kameradschaftssiedlung),,,"Alsbacher Weg 1/23, 2/16","Altkanzlerstraße 10/14 - Am Vierling 1-28 - Argentinische Allee 51/83 - Bürstadter Weg 1-2 - Grumbacher Weg 1-8 - Heppenheimer Weg 1-22 - Himmelsteig 1-7 - Hirschhorner Weg 1/39, 2/30 - Im Kinderland 1-10 - Jugenheimer Weg 1-20 - Lindenfelser Weg 1-5 - Ottmachauer Steig 1-12, 14/32 - Quermatenweg 32/120 - Salemer Steig 1-28 - Selmaplatz 1-5 - Schlawer Straße 1-30 - Starkenburger Straße 1/19, 20-29, 31 - Teschener Weg - Viernheimer Weg 1-22 - Zwingenberger Weg 1-18 - (STE-ZEH/ZEHLD-G)",Gerlach und Engelberger (D); Gasleuchten auf Quermatenweg und Altkanzlerstraße ,1938-39
9287,09065475,STE-ZEH/STEGL-G,Steglitz-Zehlendorf,Gesamtanlage,Stiftung Französisches Waisenhaus,,,Am Fichtenberg 10-11, (STE-ZEH/STEGL-G) ,"F. Götze und A. Härtel; mit Mosaikpflasterung des Steglitzer Stadtwappens im Gehweg, 1914",1914-16 und 1914
9288,09075602,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,VI und VII,,,Am Fischtal 1,"Argentinische Allee 130/162B, 157/219, 170/172B, 180/182B, 188/190B, 198/200B, 206/212 - Auerhahnbalz 1, 2 - Eisvogelweg 73, 86 - Im Gestell 1/5 - Onkel-Tom-Straße 105/141 - Riemeisterstraße 113/129, 131/133B, 114/128, 138/176 - Waldhüterpfad 69/85, 80/100 - Wilskistraße 1/43, 8/46 - (STE-ZEH/ZEHLD-G)",Bruno Taut für die Gehag (D); mit Gasleuchten im Straßenraum (siehe Ensemble Am Fischtal 1/91...),1926-32
9289,09075477,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"Verein Seglerhaus am Wannsee, Vereinshäuser,",,,Am Großen Wannsee 24-26, (STE-ZEH/WANNS-G) ,Otto Berlich ,1909-10
9290,09075478,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"Villa Marlier (Haus der Wannseekonferenz) mit Pförtner- und Gärtnerhaus, Eckpergola und Toranlage",,,Am Großen Wannsee 56/58, (STE-ZEH/WANNS-G) ,Paul O. A. Baumgarten (D) (siehe Gartendenkmal Am Großen Wannsee 56/58),1914-15
9291,09075479,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"Haus Collignon, Wohnhaus, Verwaltungsgebäude und Garagenhaus",,,Am Großen Wannsee 72/76, (STE-ZEH/WANNS-G) ,Bruno Paul (D) ,1923-26
9292,09075480,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,Reichsluftschutzschule,,,"Am Großen Wannsee 77, 80", (STE-ZEH/WANNS-G) ,Eduard Jobst Siedler ,1938-39
9293,09075606,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Siedlung Am Heidehof,,,Am Heidehof 1-54,Bergengruenstraße 55-55A - Niklasstraße 31/53 - Potsdamer Chaussee 18-22A - (STE-ZEH/ZEHLD-G),Mebes & Emmerich (D) ,1923-24
9294,09075481,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"Haus von Siemens, Wohnhaus mit Nebengebäuden",,,Am Kleinen Wannsee 5A-D, (STE-ZEH/WANNS-G) ,"Siemens, Wohnhaus mit Nebengebäuden, 1886-90 von Paul Hentschel und Paul Krone (siehe Gartendenkmal Am Kleinen Wannsee 5A-D)",1886-90
9295,09075482,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Baudenkmal,"Haus Otzen, Wohnhaus mit Nebengebäuden",,,Am Sandwerder 9, (STE-ZEH/WANNS-G) ,Johannes Otzen (D) (siehe Ensemble Am Sandwerder 1/41 und Gartendenkmal Am Sandwerder 9),1882-83
9296,09075483,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"Haus Ebeling, Wohnhaus mit Pförtnerhaus und Stall",,,Am Sandwerder 12,Kronprinzessinnenweg 10A - (STE-ZEH/WANNS-G),Erdmann & Spindler (D) ,1891-92
9297,09075484,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Baudenkmal,"Haus Schwabacher, Wohnhaus, Gärtnerhaus und Gästehaus",,,Am Sandwerder 21/23, (STE-ZEH/WANNS-G) ,"Friedrich Kristeller, Umbau der Villa 1928 von Breslauer & Salinger (D) (siehe Ensemble Am Sandwerder 1/41 und Gartendenkmal Am Sandwerder 21/23)",1906-07 und 1928
9298,09075485,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Baudenkmal,"Haus Bauer, Wohnhaus mit Nebengebäuden",,,Am Sandwerder 27, (STE-ZEH/WANNS-G) ,Fritz August Breuhaus de Groot (siehe Ensemble Am Sandwerder 1/41 und Gartendenkmal Am Sandwerder 27),1934-35
9299,09075486,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Baudenkmal,"Haus Huldschinsky, Wohnhaus (Nr. 33) mit Wirtschaftsgebäude",,,Am Sandwerder 33/35, (STE-ZEH/WANNS-G) ,"Kayser & v. Großheim; Wohnhaus (Nr. 35), 1907-08 Kayser & v. Großheim (siehe Ensemble Am Sandwerder 1/41 und Gartendenkmal Am Sandwerder 33)",1890-91 und 1907-08
9300,09075487,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Baudenkmal,Wohnhaus mit vorliegender Terrasse,,,Am Sandwerder 41, (STE-ZEH/WANNS-G) ,"Ernst Lessing & Edmund Bremer und Nymphaeum, 1926 (D) (siehe Ensemble Am Sandwerder 1/41 und Gartendenkmal Am Sandwerder 41)",1922-23 und 1926
9301,09075216,STE-ZEH/NIKOL-G,Steglitz-Zehlendorf,Gesamtanlage,Wohnsiedlung für Marineangehörige,,,Am Schlachtensee 94/122C,"Marinesteig 1-18, 20-22, 24/26, 32, 34-40, 41-44, 46 - (STE-ZEH/NIKOL-G)",Rudolf Kühn ,1939-41
9302,09065671,STE-ZEH/LIFEL-G,Steglitz-Zehlendorf,Gesamtanlage,Werkssiedlung,,,Am Stichkanal 10/22, (STE-ZEH/LIFEL-G) ,Albert Paeseler ,1920-22
9303,09065182,STE-ZEH/NIKOL-G,Steglitz-Zehlendorf,Gesamtanlage,Atelierhäuser,,,"An der Rehwiese 7, 7A, 7B", (STE-ZEH/NIKOL-G) ,Peter Poelzig ,1957-59
9304,09075621,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Auslieferung,,,Anhaltinerstraße 36,Königstraße 28 - (STE-ZEH/ZEHLD-G),Ernst Sembritzki ,1907-08
9305,09075298,STE-ZEH/DAHLE-G,Steglitz-Zehlendorf,Gesamtanlage,Preußisches Geheimes Staatsarchiv; Verwaltungsgebäude mit Direktoren- und Beamtenwohnhaus sowie Übergängen und erhaltenem (nördlichen) Teil des Magazins,,,Archivstraße 11-15, Im Winkel - Koserstraße - (STE-ZEH/DAHLE-G) ,Eduard Fürstenau ,1915-23
9306,09075300,STE-ZEH/DAHLE-G,Steglitz-Zehlendorf,Gesamtanlage,Museum für Völkerkunde,,,Arnimallee 23/27,"Lansstraße 8/12 - Fabeckstraße 14/18 - Takustraße 38, 38A, 40/44 - (STE-ZEH/DAHLE-G)",Bruno Paul; 1964-65 Bruno Grimmek und Wils Ebert; 1965-73 von Fritz Bornemann und Wils Ebert,1914-23 und 1964-65 und 1965-73
9307,09065683,STE-ZEH/LIFEL-G,Steglitz-Zehlendorf,Gesamtanlage,Doppelwohnhaus,,,Augustastraße 25-26, (STE-ZEH/LIFEL-G) ,J. Kirchhoff und A. Friebus ,1890-91
9308,09065720,STE-ZEH/LIFEL-G,Steglitz-Zehlendorf,Gesamtanlage,Doppelhaus,,,Baseler Straße 59/61, (STE-ZEH/LIFEL-G) ,Georg Böhme ,1901-02
9309,09065723,STE-ZEH/LIFEL-G,Steglitz-Zehlendorf,Gesamtanlage,Reihenhauszeile,,,Bassermannweg 7B-11A, (STE-ZEH/LIFEL-G) ,Richard Reinhold Hintz (D) (siehe Gartendenkmal Bassermannweg 7B-11A),1889-91
9310,09075633,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Reihenhäuser,,,Beerenstraße 45/49B, (STE-ZEH/ZEHLD-G) ,Rudolf Prömmel und Wilhelm Keller ,1927
9311,09065482,STE-ZEH/STEGL-G,Steglitz-Zehlendorf,Gesamtanlage,Wohnanlage,,,Bergstraße 57-61A,Altmarkstraße 2-2B - Friedrichsruher Straße 19-24 - Göttinger Straße 15/17 - (STE-ZEH/STEGL-G),Mebes & Emmerich ,1928-29
9312,09075618,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Gartenstadt Zehlendorf,,,Berlepschstraße 33/55C,"Camphausenstraße 2/30 - Dallwitzstraße 1-51, 53/59 - Radtkestraße 1-29, 31/45 - Rotherstieg 1-9 - Thürstraße 1-19, 21/27 - (STE-ZEH/ZEHLD-G)",Mebes & Emmerich und 1930 von Tonndorf (D) (siehe Ensemble Am Weißen Steg 1-8),1912-23 und 1930
9313,09075654,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Ensemble,Reihenhäuser,,,Berliner Straße 11B-D,Charlottenburger Straße 2-2B - (STE-ZEH/ZEHLD-G),Friedrich Blume ,1928
9314,09075656,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Wohnanlage,,,Berliner Straße 27/37,Charlottenburger Straße 19/21  - Winfriedstraße 1/17 - (STE-ZEH/ZEHLD-G),"Hans Spitzner (D) (siehe Gartendenkmal Berliner Straße 27/35A, 37)",1929-33
9315,09075657,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Siedlung Am Mühlenberg,,,Berliner Straße 38/76,"Colmarer Weg 2/16 - Mörchinger Straße 55/121D, 56/122D - Sundgauer Straße 91/97, 103/105V, 92/102 - (STE-ZEH/ZEHLD-G)",Paulus & Paulus und Erich Richter für die Gemeinnützige Wohnungsbaugesellschaft Roland und die Heimstättensiedlung Berlin-Wilmersdorf ,1931-36
9316,09075305,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Thielecksiedlung,,,"Berliner Straße 77/89, 95/99","Altkircher Straße 1/3 - Breisacher Straße 7/19 - Buchsweilerstraße 1/5, 4/38, 33/37 - Gebweilerstraße 1/15 - Hüninger Straße 4/34 - Markircher Weg 2-2B - Schützallee 116/132, 133-136 - Thanner Pfad 1/11 - Thielallee 89/113 - (STE-ZEH/ZEHLD-G)",Eugen Bruker und Gustav Kemper für die Landesfinanzdirektion Berlin ,1927-32
9317,09075685,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Oberrealschule Zehlendorf und Direktorenwohnhaus,,,Beuckestraße 27-29, (STE-ZEH/ZEHLD-G) ,Paul Mebes (D) ,1912-13
9318,09075686,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Städtisches Seniorenwohnheim,,,Biesestraße 7/9,Johannesstraße 22 - (STE-ZEH/ZEHLD-G),der Entwurfsabteilung des Hochbauamtes Zehlendorf ,1956-61
9319,09065486,STE-ZEH/STEGL-G,Steglitz-Zehlendorf,Gesamtanlage,Appartementhaus und Wohnanlage,,,Bismarckstraße 34-36,Lauenburger Straße - Stirnerstraße 1/15 - (STE-ZEH/STEGL-G),Max Taut (D) ,1958-59
9320,09065726,STE-ZEH/LIFEL-G,Steglitz-Zehlendorf,Gesamtanlage,"Finnenhaussiedlung, Reihenhaussiedlung",,,"Blanckertzweg 16-16C, 20-20F, 24-24G, 28-28I","Hildburghauser Straße 229/231D, 235/241G - (STE-ZEH/LIFEL-G)",Fa. Puutalo ,1958
9321,09075223,STE-ZEH/NIKOL-G,Steglitz-Zehlendorf,Gesamtanlage,Siedlung Schlachtensee II,,,Breisgauer Straße 40/46,Dubrowstraße 45/51 - Spanische Allee 43/53 - (STE-ZEH/NIKOL-G),Heinrich Wolff (D) ,1928-29
9322,09065492,STE-ZEH/STEGL-G,Steglitz-Zehlendorf,Baudenkmal,Wohnanlage,,,Breitenbachplatz 11/15,"Brentanostraße 8/14, 18/20 - Spinozastraße 1-4 - (STE-ZEH/STEGL-G)",Hermann Muthesius (siehe Ensemble Breitenbachplatz 7/21),1925-26
9323,09075700,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Wohnsiedlung der Telefunkenwerke,,,"Breitensteinweg 6/12, 30/40","Ebersteinweg 1-10 - Hocksteinweg 1-17C - Ramsteinweg 1/15C - Windsteiner Weg 5/45, 18/42 - (STE-ZEH/ZEHLD-G)",der Entwurfsabteilung der Siemens-Werke ,1940-42
9324,09075703,STE-ZEH/ZEHLD-G,Steglitz-Zehlendorf,Gesamtanlage,Wohnhäuser,,,"Bülowstraße 17/19, 21/33", (STE-ZEH/ZEHLD-G) ,der Haus und Heim Wohnungsbau AG Berlin-Lichterfelde ,1938-39
9325,09065392,STE-ZEH/LANKW-G,Steglitz-Zehlendorf,Gesamtanlage,"Herrenhaus Correns (später Siemensvilla), Hauptgebäude, Einfamilienhaus mit Nebengebäuden, Einfriedung, Pförtnerhaus, Gärtner-und Garagenhaus, Teepavillon",,,Calandrellistraße 1/9,Gärtnerstraße 25-32 - (STE-ZEH/LANKW-G),"Albert Denzel und Fritz Freymueller; Anbau Musiksaal, 1928-29 von Gustav Clemens (D) (siehe Gartendenkmal Calandrellistraße 1/9)",1912-19 und 1928-29
9326,09075488,STE-ZEH/WANNS-G,Steglitz-Zehlendorf,Gesamtanlage,"Conradschule, zwei Schulgebäude",,,Charlottenstraße 10,Schulstraße 4/6 - (STE-ZEH/WANNS-G),Otto Stahn ,1897-98 und 1903-04 und 1903-04
9327,09075385,STE-ZEH/DAHLE-G,Steglitz-Zehlendorf,Gesamtanlage,später US Headquarters Command,,,Clayallee 170/172,Bitscher Straße - Hüttenweg - Saargemünder Straße 25 - (STE-ZEH/DAHLE-G),Fritz Fuß ,1935-38
9328,09075319,STE-ZEH/DAHLE-G,Steglitz-Zehlendorf,Gesamtanlage,"Oberförsterei Grunewald mit Forsthaus, Scheune und Stallgebäude",,,Clayallee 222/226, (STE-ZEH/DAHLE-G) ,,1890 und 1903
